numerical__income,numerical__name_email_similarity,numerical__prev_address_months_count,numerical__current_address_months_count,numerical__customer_age,numerical__days_since_request,numerical__intended_balcon_amount,numerical__zip_count_4w,numerical__velocity_6h,numerical__velocity_24h,numerical__velocity_4w,numerical__bank_branch_count_8w,numerical__date_of_birth_distinct_emails_4w,numerical__credit_risk_score,numerical__email_is_free,numerical__phone_home_valid,numerical__phone_mobile_valid,numerical__bank_months_count,numerical__has_other_cards,numerical__proposed_credit_limit,numerical__foreign_request,numerical__session_length_in_minutes,numerical__keep_alive_session,numerical__device_distinct_emails_8w,numerical__month,categorical__payment_type_AA,categorical__payment_type_AB,categorical__payment_type_AC,categorical__payment_type_AD,categorical__payment_type_AE,categorical__employment_status_CA,categorical__employment_status_CB,categorical__employment_status_CC,categorical__employment_status_CD,categorical__employment_status_CE,categorical__employment_status_CF,categorical__employment_status_CG,categorical__housing_status_BA,categorical__housing_status_BB,categorical__housing_status_BC,categorical__housing_status_BD,categorical__housing_status_BE,categorical__housing_status_BF,categorical__housing_status_BG,categorical__source_INTERNET,categorical__source_TELEAPP,categorical__device_os_linux,categorical__device_os_macintosh,categorical__device_os_other,categorical__device_os_windows,categorical__device_os_x11
0.25,0.9961251,0.0,0.049411766,0.125,0.00027930795,0.073213935,0.46941343,0.15300365,0.27995503,0.043555975,0.006404782,0.41666666,0.48766604,1.0,1.0,1.0,0.53125,0.0,0.005235602,0.0,0.026225755,1.0,0.6666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.20302333,0.0,0.13882352,0.625,0.000114582246,0.33029127,0.4192483,0.24838766,0.46769905,0.3314242,0.048676345,0.055555556,0.83111954,1.0,0.0,1.0,0.5,1.0,0.68586385,0.0,0.04055655,0.0,0.6666667,0.85714287,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.75,0.5649528,0.09536785,0.05882353,0.5,0.0002333139,0.08181655,0.11511244,0.39029238,0.6460644,0.73361814,0.0051238257,0.3888889,0.9032258,1.0,1.0,1.0,0.125,0.0,0.68586385,1.0,0.17117359,0.0,0.6666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.29146463,0.15803815,0.0917647,0.375,0.00015547467,0.0716888,0.27803114,0.2554855,0.41697714,0.34208634,0.0,0.19444445,0.512334,0.0,0.0,1.0,0.0,0.0,0.005235602,0.0,0.03494781,0.0,0.6666667,0.71428573,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.4854574,0.0,0.032941177,0.125,0.00024509727,0.07798645,0.23682968,0.66277283,0.7543585,0.92830163,0.006404782,0.5277778,0.1764706,1.0,0.0,1.0,0.5,0.0,0.16230367,0.0,0.07564754,1.0,0.6666667,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.875,0.1446345,0.0,0.08470588,0.375,0.0005337077,0.077559374,0.25255543,0.057418264,0.27460966,0.5345145,0.0017079419,0.30555555,0.5540797,0.0,0.0,1.0,0.5,0.0,0.16753927,0.0,0.14312705,0.0,0.6666667,0.5714286,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.625,0.098977886,0.0,0.7835294,0.5,0.018410575,0.07485521,0.09403995,0.15796159,0.38546717,0.30432194,0.0,0.11111111,0.44022772,0.0,0.0,1.0,0.0,0.0,0.005235602,1.0,0.1770051,0.0,0.6666667,0.71428573,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.875,0.5840616,0.0,0.6070588,0.25,0.0004917015,0.26153827,0.11778582,0.08814697,0.30079833,0.63925004,0.00085397094,0.6111111,0.67172676,0.0,0.0,1.0,0.5,1.0,0.16230367,0.0,0.030249631,0.0,0.6666667,0.14285715,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.41820484,0.26430517,0.0070588235,0.375,0.00025141865,0.080278784,0.24186192,0.034398958,0.13089254,0.07197475,0.00042698547,0.25,0.6736243,1.0,0.0,1.0,0.0,0.0,0.41884816,0.0,0.0544421,0.0,0.6666667,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.07634702,0.0,0.4517647,0.375,0.0003854239,0.074817,0.09655606,0.23274297,0.42601848,0.3721066,0.8719044,0.16666667,0.6622391,0.0,0.0,1.0,0.1875,1.0,0.005235602,0.0,0.11265698,0.0,0.6666667,0.85714287,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5,0.60259706,0.0,0.05882353,0.25,0.0002718506,0.079161055,0.3244221,0.3434729,0.357421,0.38250408,0.005550811,0.3888889,0.4800759,1.0,0.0,1.0,0.0625,0.0,0.005235602,1.0,0.08042033,1.0,0.6666667,0.71428573,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.375,0.30626798,0.0,0.030588236,0.375,0.105834626,0.20849988,0.08428998,0.29995236,0.288145,0.60810256,0.2771136,0.19444445,0.48387095,0.0,0.0,1.0,0.5,0.0,0.005235602,0.0,0.075397834,1.0,0.6666667,0.14285715,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.25,0.46488,0.14713897,0.04,0.25,0.00026207915,0.07489358,0.27457148,0.3737688,0.1445313,0.56329346,0.3441503,0.33333334,0.24098672,1.0,0.0,1.0,0.0625,0.0,0.005235602,0.0,0.047672458,1.0,0.6666667,0.2857143,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.68025494,0.09536785,0.089411765,0.125,0.00012738338,0.49570984,0.053782042,0.32836786,0.21487722,0.09832401,0.00042698547,0.3611111,0.43074003,0.0,0.0,1.0,0.0625,0.0,0.005235602,0.0,0.06984179,0.0,0.6666667,0.71428573,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
