numerical__income,numerical__name_email_similarity,numerical__prev_address_months_count,numerical__current_address_months_count,numerical__customer_age,numerical__days_since_request,numerical__intended_balcon_amount,numerical__zip_count_4w,numerical__velocity_6h,numerical__velocity_24h,numerical__velocity_4w,numerical__bank_branch_count_8w,numerical__date_of_birth_distinct_emails_4w,numerical__credit_risk_score,numerical__email_is_free,numerical__phone_home_valid,numerical__phone_mobile_valid,numerical__bank_months_count,numerical__has_other_cards,numerical__proposed_credit_limit,numerical__foreign_request,numerical__session_length_in_minutes,numerical__keep_alive_session,numerical__device_distinct_emails_8w,numerical__month,categorical__payment_type_AA,categorical__payment_type_AB,categorical__payment_type_AC,categorical__payment_type_AD,categorical__payment_type_AE,categorical__employment_status_CA,categorical__employment_status_CB,categorical__employment_status_CC,categorical__employment_status_CD,categorical__employment_status_CE,categorical__employment_status_CF,categorical__employment_status_CG,categorical__housing_status_BA,categorical__housing_status_BB,categorical__housing_status_BC,categorical__housing_status_BD,categorical__housing_status_BE,categorical__housing_status_BF,categorical__housing_status_BG,categorical__source_INTERNET,categorical__source_TELEAPP,categorical__device_os_linux,categorical__device_os_macintosh,categorical__device_os_other,categorical__device_os_windows,categorical__device_os_x11
0.75,0.13515273,0.0,0.43529412,0.75,0.00037555877,0.0796951,0.11495518,0.13927004,0.19548649,0.052631106,0.00042698547,0.027777778,0.7343454,1.0,0.0,1.0,0.0,0.0,0.42408377,0.0,0.06743966,1.0,0.6666667,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.88857025,0.0,0.4729412,0.25,7.480344e-05,0.18979196,0.24076113,0.52852094,0.6104544,0.5499209,0.0012809564,0.3611111,0.5199241,0.0,0.0,1.0,0.125,1.0,0.005235602,0.0,0.090929605,0.0,0.6666667,0.2857143,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.875,0.6522623,0.0,0.47058824,0.625,0.030124374,0.37864134,0.13885832,0.44247824,0.32663935,0.6641997,0.00042698547,0.1388889,0.45920303,1.0,1.0,0.0,0.34375,0.0,0.005235602,0.0,0.39327174,1.0,0.6666667,0.14285715,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.17634799,0.0,0.23058824,0.375,0.00018536243,0.07698061,0.14577764,0.15078974,0.32568887,0.3141866,0.00042698547,0.19444445,0.55787474,0.0,0.0,1.0,0.0,0.0,0.005235602,0.0,0.06340898,0.0,0.6666667,0.85714287,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.25,0.6992704,0.0,0.14588235,0.25,0.0001440544,0.07211295,0.20191854,0.5436949,0.30062613,0.65156156,0.005550811,0.3611111,0.32637572,1.0,0.0,1.0,0.0625,0.0,0.005235602,0.0,0.072164364,1.0,0.6666667,0.14285715,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.4477909,0.0,0.1835294,0.5,0.00033762117,0.47671503,0.18131782,0.33839306,0.4625718,0.35505214,0.0029888984,0.1388889,0.4914611,0.0,1.0,1.0,0.8125,1.0,0.005235602,0.0,0.057398327,1.0,0.6666667,0.71428573,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.625,0.7467683,0.0,0.16235293,0.375,2.4371808e-05,0.07826699,0.2902972,0.24463183,0.12166655,0.040065326,0.0,0.055555556,0.83111954,1.0,0.0,1.0,0.0,0.0,0.947644,0.0,0.07402099,1.0,0.6666667,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.60208696,0.1934605,0.032941177,0.25,3.7678277e-05,0.07441401,0.21811606,0.3323483,0.23417915,0.34685373,0.0076857386,0.41666666,0.7666034,0.0,0.0,1.0,0.0,0.0,0.42408377,0.0,0.07279455,1.0,0.6666667,0.42857143,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.25,0.89787567,0.0,0.13647059,0.375,5.0568506e-05,0.081331976,0.17093882,0.3617457,0.32014102,0.66710603,0.00042698547,0.16666667,0.48197344,1.0,0.0,1.0,0.90625,1.0,0.005235602,0.0,0.52122307,0.0,0.6666667,0.14285715,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.875,0.89054424,0.0,0.19294117,0.25,0.00018906988,0.08239231,0.12203176,0.2615441,0.20620982,0.35186946,0.0051238257,0.41666666,0.6793169,0.0,1.0,1.0,0.375,0.0,0.68586385,0.0,0.04935865,1.0,0.6666667,0.5714286,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
